index,product_SMILES,route_name,routescore,visited_nodes
74,Fc1cc(-c2cccc(-c3ccc(-c4cccc(-c5ccnc(F)c5)c4F)nc3)c2F)ccn1,1,57794.598933235364,"[5040, 1148, 43, 3861, 3862, 3943, 8, 22, 3861, 3862]"
75,Fc1cc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5ccnc(F)c5)c4F)cc3-n3c4ccccc4c4ccccc43)c2F)ccn1,1,21636238.137759853,"[7594, 1156, 45, 3866, 5046, 1148, 31, 3861, 3862, 3943, 8, 22, 3861, 3862]"
76,Fc1cc(-c2ccsc2-c2cc(-c3sccc3-c3ccnc(F)c3)c3ccccc3c2)ccn1,1,59426.05393267365,"[5149, 1262, 26, 3861, 3862, 3949, 8, 12, 3861, 3862]"
77,Fc1cc(-c2ccsc2-c2cc(Cl)c(-c3sccc3-c3ccnc(F)c3)s2)ccn1,1,60038.84530393265,"[5150, 1262, 27, 3861, 3862, 3949, 8, 12, 3861, 3862]"
78,Cc1nc2c(-c3sccc3-c3ccnc(F)c3)c3nsnc3c(-c3sccc3-c3ccnc(F)c3)c2nc1C,1,65022.36362742704,"[5151, 1262, 28, 3861, 3862, 3949, 8, 12, 3861, 3862]"
79,Fc1cc(-c2ccsc2-c2ccccc2Oc2ccccc2-c2sccc2-c2ccnc(F)c2)ccn1,1,57869.96001362951,"[5152, 1262, 29, 3861, 3862, 3949, 8, 12, 3861, 3862]"
80,CC(C)(C)c1ccc2c(-c3sccc3-c3ccnc(F)c3)c3ccccc3c(-c3sccc3-c3ccnc(F)c3)c2c1,1,64788.63121658173,"[5153, 1262, 30, 3861, 3862, 3949, 8, 12, 3861, 3862]"
81,Fc1cc(-c2ccsc2-c2cc(F)c(-c3sccc3-c3ccnc(F)c3)cc2F)ccn1,1,57146.62828129991,"[5154, 1262, 31, 3861, 3862, 3949, 8, 12, 3861, 3862]"
82,Fc1cc(-c2ccsc2-c2ccc3oc(-c4sccc4-c4ccnc(F)c4)cc3c2)ccn1,1,34944462.297306485,"[5155, 1262, 32, 3861, 3862, 7750, 3872, 3873, 3874, 7749, 3868, 3869, 3870, 3871, 3949, 8, 12, 3861, 3862]"
83,Fc1cc(-c2ccsc2-c2ccc(-c3sccc3-c3ccnc(F)c3)o2)ccn1,1,57753.71844481185,"[5156, 1262, 33, 3861, 3862, 3949, 8, 12, 3861, 3862]"
84,Fc1cc(-c2ccsc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4sccc4-c4ccnc(F)c4)ccc2-3)ccn1,1,58576.93240109386,"[5157, 1262, 34, 3861, 3862, 3949, 8, 12, 3861, 3862]"
85,Fc1cc(-c2ccsc2-c2cc(-c3sccc3-c3ccnc(F)c3)c(Cl)cc2Cl)ccn1,1,65616.63374605593,"[5158, 1262, 35, 3861, 3862, 3949, 8, 12, 3861, 3862]"
86,Fc1cc(-c2ccsc2-c2cnc3nc(-c4sccc4-c4ccnc(F)c4)ccc3c2)ccn1,1,60357.132339286945,"[5159, 1262, 36, 3861, 3862, 3949, 8, 12, 3861, 3862]"
