,not_matched
1565,CS(=O)(=O)c1cncc(-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(-c6cncc(S(C)(=O)=O)c6)cc5)ccc3-4)cc2)c1
1566,C[Si](C)(c1ccc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)c2)cc1)c1ccc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)c2)cc1
1567,Fc1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2cccc3cccc(-c4c(-c5ccnc(F)c5)cccc4-n4c5ccccc5c5ccccc54)c23)ccn1
1568,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)c3F)ccc2-c2ccc(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)c3F)cc21
1569,CS(=O)(=O)c1cncc(-c2cccc(-c3ccc(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4F)nc3)c2F)c1
1570,Fc1cc(-c2sccc2-c2ccc(F)c3ccccc23)c(F)cc1-c1sccc1-c1ccc(F)c2ccccc12
1571,Fc1c(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cccc1-c1ccc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)c2F)o1
1572,C[Si](C)(c1ccc(-c2cccc(-c3ccco3)c2F)cc1)c1ccc(-c2cccc(-c3ccco3)c2F)cc1
1573,c1cc2cc(-c3ccsc3-c3cnc4nc(-c5sccc5-c5ccc6[nH]ccc6c5)ccc4c3)ccc2[nH]1
1574,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(F)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5)cc4F)c3)ccc21
1575,Fc1cc(-c2c(-c3ccc(F)c4ccccc34)cccc2-n2c3ccccc3c3ccccc32)c(F)cc1-c1c(-c2ccc(F)c3ccccc23)cccc1-n1c2ccccc2c2ccccc21
1576,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc5oc(-c6cccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)c6-n6c7ccccc7c7ccccc76)cc5c4)c3-n3c4ccccc4c4ccccc43)ccc21
1577,CSc1cncc(-c2cccc(F)c2-c2c(F)c(F)c(-c3c(F)cccc3-c3cncc(SC)c3)c3nsnc23)c1
1578,CSc1cncc(-c2ccc(-c3cccc4cccc(-c5ccc(-c6cncc(SC)c6)s5)c34)s2)c1
1579,FC(F)(F)c1cc(-c2cc(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)c3ccccc3c2)cc(-c2nccs2)c1
1580,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)ccc2-c2ccc(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)cc21
1581,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)cc(-c2ccc3nc4ccc(-c5cccc(-c6ccc7c(ccn7-c7cnccn7)c6)c5)cc4nc3c2)c1
1582,Clc1cc(Cl)c(-c2ccccc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cc1-c1ccccc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12
1583,c1cnc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc3nc4ccc(-c5cccnc5-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)cc4nc3c2)c1
1584,C[Si](C)(c1ccccc1-c1cc(-c2ccc3ncccc3c2)cc(C(F)(F)F)c1)c1ccccc1-c1cc(-c2ccc3ncccc3c2)cc(C(F)(F)F)c1
1585,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4nccs4)cccc3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3c(-c4nccs4)cccc3-n3c4ccccc4c4ccccc43)cc21
1586,Fc1cc(-c2cccnc2-c2cc(Cl)ccc2Cl)c(F)cc1-c1cccnc1-c1cc(Cl)ccc1Cl
1587,Fc1cc(F)cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2c(F)c(F)c(-c3c(-c4cc(F)cc(F)c4)cccc3-n3c4ccccc4c4ccccc43)c3nsnc23)c1
1588,c1ccc2c(-n3c4ccccc4c4ccccc43)ccc(-c3ccc4oc(-c5ccc(-c6cc7cc(-c8ccc(-n9c%10ccccc%10c%10ccccc%109)c9ccccc89)ccc7o6)nc5)cc4c3)c2c1
1589,Cc1nc2c(-c3cccnc3-c3ccc(F)c4ccccc34)c3nsnc3c(-c3cccnc3-c3ccc(F)c4ccccc34)c2nc1C
1590,Fc1cc(F)cc(-c2ccc3oc(-c4cc(-c5cc6cc(-c7cc(F)cc(F)c7)ccc6o5)c(Cl)cc4Cl)cc3c2)c1
1591,Clc1cc(Cl)c(-c2ccccc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1-c1ccccc1-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1
1592,c1cc(-c2ccc(-c3cccc(-c4nccs4)c3-n3c4ccccc4c4ccccc43)o2)c(-n2c3ccccc3c3ccccc32)c(-c2nccs2)c1
1593,Cn1ncc(-c2ccc3[nH]ccc3c2)c1-c1cccc2cccc(-c3c(-c4ccc5[nH]ccc5c4)cnn3C)c12
1594,CC(C)(C)c1ccc2c(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)c3ccccc3c(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)c2c1
1595,CSc1cncc(-c2cccc(-c3cc(-c4cccc(-c5cncc(SC)c5)c4-n4c5ccccc5c5ccccc54)c(Cl)cc3Cl)c2-n2c3ccccc3c3ccccc32)c1
1596,CS(=O)(=O)c1cncc(-c2ccc(-c3c(F)c(F)c(-c4ccc(-c5cncc(S(C)(=O)=O)c5)cc4)c4nsnc34)cc2)c1
1597,C[Si](C)(c1ccccc1-c1cccc(-c2ccc3ncccc3c2)c1F)c1ccccc1-c1cccc(-c2ccc3ncccc3c2)c1F
1598,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccco4)c3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3cccc(-c4ccco4)c3-n3c4ccccc4c4ccccc43)cc21
1599,c1ccc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc2)c(Oc2ccccc2-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc2)c1
1600,Clc1cc(-c2ccccc2-c2ccc3[nH]ccc3c2)sc1-c1ccccc1-c1ccc2[nH]ccc2c1
1601,Clc1ccc(Cl)c(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5cc(Cl)ccc5Cl)cc4)cc3-n3c4ccccc4c4ccccc43)cc2)c1
1602,Cn1ncc(-c2cc(F)cc(F)c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(-c3cc(F)cc(F)c3)cnn2C)cc1-n1c2ccccc2c2ccccc21
1603,c1ccc(-c2sccc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c(Oc2ccccc2-c2sccc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c1
1604,CSc1cncc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7cncc(SC)c7)c6F)cc5nc4c3)c2F)c1
1605,Fc1ccc(-c2ccc3oc(-c4cc(-c5cc6cc(-c7ccc(F)c8ccccc78)ccc6o5)c5ccccc5c4)cc3c2)c2ccccc12
1606,c1cc2cc(-c3ccc(-c4cnc5nc(-c6ccc(-c7ccc8[nH]ccc8c7)s6)ccc5c4)s3)ccc2[nH]1
1607,Fc1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1-c1cc(-c2c(F)cccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(Cl)cc1Cl
1608,CSc1cncc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7cncc(SC)c7)s6)cc5nc4c3)s2)c1
1609,c1cnc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c(-c2cnc3nc(-c4cccnc4-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)ccc3c2)c1
1610,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccsc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc2-n2c3ccccc3c3ccccc32)ccn1
1611,Fc1cccc(-c2ccco2)c1-c1cnc2nc(-c3c(F)cccc3-c3ccco3)ccc2c1
1612,Fc1cc(F)cc(-c2cc(-c3cc(Cl)c(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)s3)cc(C(F)(F)F)c2)c1
1613,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1cc(-c2c(F)cccc2-c2ccc(F)c3ccccc23)c(Cl)cc1Cl
1614,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccccc4[Si](C)(C)c4ccccc4-c4cccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c4)c3)ccc21
1615,CC(C)(C)OC(=O)n1ccc2cc(-c3ccsc3-c3c4ccccc4c(-c4sccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c4cc(C(C)(C)C)ccc34)ccc21
1616,Clc1ccc(Cl)c(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5cc(Cl)ccc5Cl)s4)cc3-n3c4ccccc4c4ccccc43)s2)c1
1617,CSc1cncc(-c2ccccc2-c2ccc(-c3ccccc3-c3cncc(SC)c3)nc2)c1
1618,CC(C)(C)c1ccc2c(-c3ccccc3-c3cncc(S(C)(=O)=O)c3)c3ccccc3c(-c3ccccc3-c3cncc(S(C)(=O)=O)c3)c2c1
1619,c1cnc(-n2ccc3cc(-c4ccc(-c5ccc6nc7ccc(-c8ccc(-c9ccc%10c(ccn%10-c%10cnccn%10)c9)cc8)cc7nc6c5)cc4)ccc32)cn1
1620,Clc1cc(-c2cccc(-c3ccc4ncccc4c3)c2-n2c3ccccc3c3ccccc32)sc1-c1cccc(-c2ccc3ncccc3c2)c1-n1c2ccccc2c2ccccc21
1621,Cn1ncc(-c2ccc3[nH]ccc3c2)c1-c1ccc2oc(-c3c(-c4ccc5[nH]ccc5c4)cnn3C)cc2c1
1622,c1coc(-c2ccsc2-c2ccccc2Oc2ccccc2-c2sccc2-c2ccco2)c1
1623,Fc1ccc(-c2ncccc2-c2ccc3nc4ccc(-c5cccnc5-c5ccc(F)c6ccccc56)cc4nc3c2)c2ccccc12
1624,Clc1cc(Cl)c(-c2cccc(-c3ccc4ncccc4c3)c2-n2c3ccccc3c3ccccc32)cc1-c1cccc(-c2ccc3ncccc3c2)c1-n1c2ccccc2c2ccccc21
1625,FC(F)(F)c1cc(-c2ccc3[nH]ccc3c2)cc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cc(-c4ccc5[nH]ccc5c4)cc(C(F)(F)F)c3)cc2-n2c3ccccc3c3ccccc32)c1
1626,Clc1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccc(-c5cc(Cl)ccc5Cl)s4)o3)s2)c1
1627,C[Si](C)(c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cc(C(F)(F)F)c2)cc1)c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cc(C(F)(F)F)c2)cc1
1628,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc5c(c4)C4(c6ccccc6-c6ccccc64)c4cc(-c6cccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)c6-n6c7ccccc7c7ccccc76)ccc4-5)c3-n3c4ccccc4c4ccccc43)ccc21
1629,Fc1ccc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7ccc(F)c8ccccc78)cc6)cc5nc4c3)cc2)c2ccccc12
1630,Cn1ncc(-c2ccc3[nH]ccc3c2)c1-c1cc(Cl)c(-c2c(-c3ccc4[nH]ccc4c3)cnn2C)s1
1631,FC(F)(F)c1cc(-c2ccc3oc(-c4cc(-c5cc(Cl)ccc5Cl)cc(C(F)(F)F)c4)cc3c2)cc(-c2cc(Cl)ccc2Cl)c1
1632,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1cc(F)c(-c2c(-c3cncc(S(C)(=O)=O)c3)cnn2C)cc1F
1633,c1cc(-c2nccs2)cc(-c2cccc3cccc(-c4cccc(-c5nccs5)c4)c23)c1
1634,c1cc2cc(-c3ccsc3-c3ccc4nc5ccc(-c6sccc6-c6ccc7[nH]ccc7c6)cc5nc4c3)ccc2[nH]1
1635,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3ccc(-c4ccc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)cc4)nc3)cc2)cc(-n2c3ccccc3c3ccccc32)c1
1636,c1ccc2c(-n3c4ccccc4c4ccccc43)ccc(-c3ccc(-c4ccc5nc6ccc(-c7ccc(-c8ccc(-n9c%10ccccc%10c%10ccccc%109)c9ccccc89)cc7)cc6nc5c4)cc3)c2c1
1637,FC(F)(F)c1cc(-c2ccc(-c3cc(-c4ccc5c(ccn5-c5cnccn5)c4)cc(C(F)(F)F)c3)nc2)cc(-c2ccc3c(ccn3-c3cnccn3)c2)c1
1638,Fc1cc(-c2cc(-c3ccc(-c4cc(-c5ccnc(F)c5)cc(C(F)(F)F)c4)nc3)cc(C(F)(F)F)c2)ccn1
1639,Fc1c(-c2ccco2)cccc1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2cccc(-c3ccco3)c2F)cc1-n1c2ccccc2c2ccccc21
1640,Clc1ccc(Cl)c(-c2ccc(-c3ccc4oc(-c5ccc(-c6cc(Cl)ccc6Cl)s5)cc4c3)s2)c1
1641,Clc1ccc(Cl)c(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7cc(Cl)ccc7Cl)c6-n6c7ccccc7c7ccccc76)cc5nc4c3)c2-n2c3ccccc3c3ccccc32)c1
1642,Cc1nc2c(-c3ccc(-c4cc(Cl)ccc4Cl)s3)c3nsnc3c(-c3ccc(-c4cc(Cl)ccc4Cl)s3)c2nc1C
1643,Fc1cccc(-c2nccs2)c1-c1ccc2oc(-c3c(F)cccc3-c3nccs3)cc2c1
1644,CC(C)(C)c1ccc2c(-c3sccc3-c3ccc4[nH]ccc4c3)c3ccccc3c(-c3sccc3-c3ccc4[nH]ccc4c3)c2c1
1645,Fc1c(F)c(-c2ccccc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c2nsnc2c1-c1ccccc1-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1
1646,Fc1cc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7ccnc(F)c7)c6)cc5nc4c3)c2)ccn1
1647,Cn1ncc(-c2cc(F)cc(F)c2)c1-c1cnc2nc(-c3c(-c4cc(F)cc(F)c4)cnn3C)ccc2c1
1648,C[Si](C)(c1ccccc1-c1ccccc1-c1cc(F)cc(F)c1)c1ccccc1-c1ccccc1-c1cc(F)cc(F)c1
1649,c1ccc(-c2ccc(-c3ccc4ncccc4c3)cc2)c(Oc2ccccc2-c2ccc(-c3ccc4ncccc4c3)cc2)c1
1650,Fc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(F)c6ccccc56)cc4)c4ccccc4c3)cc2)c2ccccc12
1651,c1cc(-c2ccc3oc(-c4cccc(-c5ccco5)c4)cc3c2)cc(-c2ccco2)c1
1652,c1coc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2cccc3cccc(-c4c(-c5ccco5)cccc4-n4c5ccccc5c5ccccc54)c23)c1
1653,Fc1cc(-c2ccsc2-c2cnc3nc(-c4sccc4-c4ccnc(F)c4)ccc3c2)ccn1
1654,C[Si](C)(c1ccccc1-c1cc2cc(-c3ccc(F)c4ccccc34)ccc2o1)c1ccccc1-c1cc2cc(-c3ccc(F)c4ccccc34)ccc2o1
1655,Fc1cc(-c2sccc2-c2cc(Cl)ccc2Cl)c(F)cc1-c1sccc1-c1cc(Cl)ccc1Cl
1656,Cn1ncc(-c2nccs2)c1-c1cc(-c2c(-c3nccs3)cnn2C)c(Cl)cc1Cl
1657,Fc1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(F)cccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc1-n1c2ccccc2c2ccccc21
1658,Fc1c(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5ccc6[nH]ccc6c5)c4F)ccc2-3)cccc1-c1ccc2[nH]ccc2c1
1659,C[Si](C)(c1ccccc1-c1cccc(-c2ccc3ncccc3c2)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2ccc3ncccc3c2)c1-n1c2ccccc2c2ccccc21
1660,Fc1c(F)c(-c2cc(-c3nccs3)cc(C(F)(F)F)c2)c2nsnc2c1-c1cc(-c2nccs2)cc(C(F)(F)F)c1
1661,C[Si](C)(c1ccccc1-c1c(F)cccc1-c1ccnc(F)c1)c1ccccc1-c1c(F)cccc1-c1ccnc(F)c1
1662,CS(=O)(=O)c1cncc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4-n4c5ccccc5c5ccccc54)cc3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)c1
1663,CS(=O)(=O)c1cncc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2cc(F)c(-c3c(-c4cncc(S(C)(=O)=O)c4)cccc3-n3c4ccccc4c4ccccc43)cc2F)c1
1664,C[Si](C)(c1ccc(-c2cc3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)cc1)c1ccc(-c2cc3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)cc1
1665,CSc1cncc(-c2ncccc2-c2cccc3cccc(-c4cccnc4-c4cncc(SC)c4)c23)c1
1666,Cn1ncc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1-c1cc(-c2c(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cnn2C)c(Cl)cc1Cl
1667,CSc1cncc(-c2ccc(-c3cc(-c4ccc(-c5cncc(SC)c5)s4)c4ccccc4c3)s2)c1
1668,CSc1cncc(-c2cccc(-c3c4ccccc4c(-c4cccc(-c5cncc(SC)c5)c4-n4c5ccccc5c5ccccc54)c4cc(C(C)(C)C)ccc34)c2-n2c3ccccc3c3ccccc32)c1
1669,Fc1c(-c2ccc3[nH]ccc3c2)cccc1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2cccc(-c3ccc4[nH]ccc4c3)c2F)cc1-n1c2ccccc2c2ccccc21
1670,Fc1cc(F)cc(-c2ccc(-c3cnc4nc(-c5ccc(-c6cc(F)cc(F)c6)cc5)ccc4c3)cc2)c1
1671,c1cnc(-c2nccs2)c(-c2cnc3nc(-c4cccnc4-c4nccs4)ccc3c2)c1
1672,Fc1cc(-c2cccc(-c3ccc4oc(-c5cccc(-c6ccnc(F)c6)c5)cc4c3)c2)ccn1
1673,Cc1nc2c(-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)c2nc1C
1674,CC(C)(C)c1ccc2c(-c3cc4cc(-c5cncc(S(C)(=O)=O)c5)ccc4o3)c3ccccc3c(-c3cc4cc(-c5cncc(S(C)(=O)=O)c5)ccc4o3)c2c1
1675,Cn1ncc(-c2cc(Cl)ccc2Cl)c1-c1cc(F)c(-c2c(-c3cc(Cl)ccc3Cl)cnn2C)cc1F
1676,Fc1cc(-c2cccc(-c3ccc4oc(-c5cccc(-c6ccnc(F)c6)c5F)cc4c3)c2F)ccn1
1677,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1ccc2oc(-c3c(-c4ccc(F)c5ccccc45)cnn3C)cc2c1
1678,C[Si](C)(c1ccccc1-c1ccc(-c2nccs2)cc1)c1ccccc1-c1ccc(-c2nccs2)cc1
1679,c1cc(-c2ccc3[nH]ccc3c2)cc(-c2cc(-c3cccc(-c4ccc5[nH]ccc5c4)c3)c3ccccc3c2)c1
1680,Clc1ccc(Cl)c(-c2ccc(-c3cc(-c4ccc(-c5cc(Cl)ccc5Cl)cc4)c(Cl)cc3Cl)cc2)c1
1681,c1ccc(-c2ccccc2-c2ccc3c(ccn3-c3cnccn3)c2)c(Oc2ccccc2-c2ccccc2-c2ccc3c(ccn3-c3cnccn3)c2)c1
1682,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccnc3-c3cc(F)cc(F)c3)ccc2-c2ccc(-c3cccnc3-c3cc(F)cc(F)c3)cc21
1683,c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc3oc(-c4c(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)cccc4-n4c5ccccc5c5ccccc54)cc3c2)c(-n2c3ccccc3c3ccccc32)c1
1684,Clc1cc(-c2ccccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)sc1-c1ccccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1
1685,C[Si](C)(c1ccccc1-c1sccc1-c1ccc2c(ccn2-c2cnccn2)c1)c1ccccc1-c1sccc1-c1ccc2c(ccn2-c2cnccn2)c1
1686,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)c5ccccc5c4)cc3)ccc21
1687,C[Si](C)(c1ccccc1-c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(C(F)(F)F)c1)c1ccccc1-c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(C(F)(F)F)c1
1688,Fc1c(-c2ccc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3F)nc2)cccc1-c1ccc2c(ccn2-c2cnccn2)c1
1689,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccccc3-c3cncc(SC)c3)ccc2-c2ccc(-c3ccccc3-c3cncc(SC)c3)cc21
1690,Fc1cc(F)cc(-c2ccc(-c3ccc4oc(-c5ccc(-c6cc(F)cc(F)c6)cc5)cc4c3)cc2)c1
1691,Clc1cc(Cl)c(-c2ccc(-c3ccc4c(ccn4-c4cnccn4)c3)s2)cc1-c1ccc(-c2ccc3c(ccn3-c3cnccn3)c2)s1
1692,CC(C)(C)c1ccc2c(-c3c(F)cccc3-c3cc(Cl)ccc3Cl)c3ccccc3c(-c3c(F)cccc3-c3cc(Cl)ccc3Cl)c2c1
1693,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1cc(Cl)c(-c2c(-c3cncc(S(C)(=O)=O)c3)cnn2C)s1
1694,c1ccc2c(-c3sccc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cc(-c3sccc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cc2c1
1695,C[Si](C)(c1ccc(-c2cccnc2-c2ccc(F)c3ccccc23)cc1)c1ccc(-c2cccnc2-c2ccc(F)c3ccccc23)cc1
1696,Fc1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-c1cccc2cccc(-c3c(F)cccc3-c3ccc4c(ccn4-c4cnccn4)c3)c12
1697,Fc1cc(F)cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3c(-c4cc(F)cc(F)c4)cccc3-n3c4ccccc4c4ccccc43)cc2-n2c3ccccc3c3ccccc32)c1
1698,Fc1cc(-c2cccnc2-c2nccs2)c(F)cc1-c1cccnc1-c1nccs1
1699,CC(C)(C)OC(=O)n1ccc2cc(-c3cc(-c4cc(-c5cc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc(C(F)(F)F)c5)c(Cl)cc4Cl)cc(C(F)(F)F)c3)ccc21
1700,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4cc(Cl)ccc4Cl)cc3)ccc2-c2ccc(-c3ccc(-c4cc(Cl)ccc4Cl)cc3)cc21
1701,c1cc(-c2ccc3[nH]ccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3nc4ccc(-c5cccc(-c6ccc7[nH]ccc7c6)c5-n5c6ccccc6c6ccccc65)cc4nc3c2)c1
1702,FC(F)(F)c1cc(-c2ccc(-c3cc(-c4cc(Cl)ccc4Cl)cc(C(F)(F)F)c3)nc2)cc(-c2cc(Cl)ccc2Cl)c1
1703,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1ccccc1[Si](C)(C)c1ccccc1-c1c(-c2ccc(F)c3ccccc23)cnn1C
1704,C[Si](C)(c1ccccc1-c1c(F)cccc1-c1cc(Cl)ccc1Cl)c1ccccc1-c1c(F)cccc1-c1cc(Cl)ccc1Cl
1705,c1coc(-c2cccc(-c3cnc4nc(-c5cccc(-c6ccco6)c5-n5c6ccccc6c6ccccc65)ccc4c3)c2-n2c3ccccc3c3ccccc32)c1
1706,Fc1ccc(-c2ccsc2-c2cc(-c3sccc3-c3ccc(F)c4ccccc34)c(Cl)cc2Cl)c2ccccc12
1707,Fc1cc(-c2cc(-c3ccc(F)c4ccccc34)cc(C(F)(F)F)c2)c(F)cc1-c1cc(-c2ccc(F)c3ccccc23)cc(C(F)(F)F)c1
1708,CSc1cncc(-c2ccccc2-c2c3nsnc3c(-c3ccccc3-c3cncc(SC)c3)c3nc(C)c(C)nc23)c1
1709,Clc1ccc(Cl)c(-c2ccc(-c3cc(Cl)c(-c4ccc(-c5cc(Cl)ccc5Cl)cc4)s3)cc2)c1
1710,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)cc4)nc3)cc2)ccn1
1711,C[Si](C)(c1ccccc1-c1cc(-c2ccnc(F)c2)cc(C(F)(F)F)c1)c1ccccc1-c1cc(-c2ccnc(F)c2)cc(C(F)(F)F)c1
1712,C[Si](C)(c1ccccc1-c1sccc1-c1nccs1)c1ccccc1-c1sccc1-c1nccs1
1713,Fc1cc(-c2cccc(-c3cc(-c4cccc(-c5ccnc(F)c5)c4)c(Cl)cc3Cl)c2)ccn1
1714,C[Si](C)(c1ccccc1-c1cc2cc(-c3cncc(S(C)(=O)=O)c3)ccc2o1)c1ccccc1-c1cc2cc(-c3cncc(S(C)(=O)=O)c3)ccc2o1
