,not_matched
673,CSc1cncc(-c2cnn(C)c2-c2cc(-c3c(-c4cncc(SC)c4)cnn3C)c3ccccc3c2)c1
674,C[Si](C)(c1ccccc1-c1c(-c2ccc(F)c3ccccc23)cccc1-n1c2ccccc2c2ccccc21)c1ccccc1-c1c(-c2ccc(F)c3ccccc23)cccc1-n1c2ccccc2c2ccccc21
675,Cn1ncc(-c2ccco2)c1-c1c(F)c(F)c(-c2c(-c3ccco3)cnn2C)c2nsnc12
676,CS(=O)(=O)c1cncc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4)s3)c2)c1
677,CSc1cncc(-c2ccc3oc(-c4cc(-c5cc6cc(-c7cncc(SC)c7)ccc6o5)c5ccccc5c4)cc3c2)c1
678,c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc(-c3ccccc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)nc2)c1
679,Fc1cccc(-c2nccs2)c1-c1cnc2nc(-c3c(F)cccc3-c3nccs3)ccc2c1
680,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccnc3-c3ccc4c(ccn4-c4cnccn4)c3)ccc2-c2ccc(-c3cccnc3-c3ccc4c(ccn4-c4cnccn4)c3)cc21
681,Clc1cc(-c2ccc(-c3ccc4[nH]ccc4c3)cc2)sc1-c1ccc(-c2ccc3[nH]ccc3c2)cc1
682,Cn1ncc(-c2ccnc(F)c2)c1-c1cc(F)c(-c2c(-c3ccnc(F)c3)cnn2C)cc1F
683,Fc1ccc(-c2ccc(-c3cnc4nc(-c5ccc(-c6ccc(F)c7ccccc67)s5)ccc4c3)s2)c2ccccc12
684,CC(C)(C)c1ccc2c(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)c3ccccc3c(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)c2c1
685,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)s4)cc3-n3c4ccccc4c4ccccc43)s2)ccn1
686,c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2cc(-c3ccccc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c3ccccc3c2)c1
687,c1csc(-c2ccc(-c3ccc4oc(-c5ccc(-c6nccs6)cc5)cc4c3)cc2)n1
688,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1cnc2nc(-c3c(-c4cncc(S(C)(=O)=O)c4)cnn3C)ccc2c1
689,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccccc2Oc2ccccc2-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc(C(F)(F)F)c2)c1
690,c1ccc(-c2ccc(-c3ccc4[nH]ccc4c3)s2)c(Oc2ccccc2-c2ccc(-c3ccc4[nH]ccc4c3)s2)c1
691,c1cc(-c2ccc3[nH]ccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2cc(-c3cccc(-c4ccc5[nH]ccc5c4)c3-n3c4ccccc4c4ccccc43)c3ccccc3c2)c1
692,Fc1cc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7ccnc(F)c7)cc6)cc5nc4c3)cc2)ccn1
693,CSc1cncc(-c2ccsc2-c2cc(F)c(-c3sccc3-c3cncc(SC)c3)cc2F)c1
694,Fc1cc(-c2sccc2-c2ccc3c(ccn3-c3cnccn3)c2)c(F)cc1-c1sccc1-c1ccc2c(ccn2-c2cnccn2)c1
695,Cc1nc2c(-c3cccc(-c4nccs4)c3F)c3nsnc3c(-c3cccc(-c4nccs4)c3F)c2nc1C
696,Fc1c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cccc1-c1ccc(-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2F)o1
697,CSc1cncc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2c3ccccc3c(-c3c(-c4cncc(SC)c4)cccc3-n3c4ccccc4c4ccccc43)c3cc(C(C)(C)C)ccc23)c1
698,c1ccc(-c2nccs2)c(-c2ccc3nc4ccc(-c5ccccc5-c5nccs5)cc4nc3c2)c1
699,CSc1cncc(-c2cccc(F)c2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3c(F)cccc3-c3cncc(SC)c3)cc2-n2c3ccccc3c3ccccc32)c1
700,CC(C)(C)c1ccc2c(-c3ccc(-c4ccco4)s3)c3ccccc3c(-c3ccc(-c4ccco4)s3)c2c1
701,c1ccc(-c2cc3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)c(Oc2ccccc2-c2cc3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)c1
702,Fc1c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cccc1-c1cccc2cccc(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3F)c12
703,c1cc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)c3)cc2-n2c3ccccc3c3ccccc32)cc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c1
704,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(F)c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)s5)cc4F)s3)ccc21
705,Cc1nc2c(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)c3F)c3nsnc3c(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)c3F)c2nc1C
706,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)ccc2-c2ccc(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)cc21
707,Fc1c(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5cc(Cl)ccc5Cl)c4F)ccc2-3)cccc1-c1cc(Cl)ccc1Cl
708,c1coc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5ccco5)cc4)cc3-n3c4ccccc4c4ccccc43)cc2)c1
709,FC(F)(F)c1cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cc(-c5ccc6c(ccn6-c6cnccn6)c5)cc(C(F)(F)F)c4)ccc2-3)cc(-c2ccc3c(ccn3-c3cnccn3)c2)c1
710,Fc1cc(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2)c(F)cc1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1
711,Fc1cc(-c2cccc(-c3ccco3)c2F)c(F)cc1-c1cccc(-c2ccco2)c1F
712,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7cc(-n8c9ccccc9c9ccccc98)cc(-n8c9ccccc9c9ccccc98)c7)ccc6o5)nc4)cc3c2)cc(-n2c3ccccc3c3ccccc32)c1
713,c1cc(-c2ccc3ncccc3c2)c(-c2ccc3oc(-c4c(-c5ccc6ncccc6c5)cccc4-n4c5ccccc5c5ccccc54)cc3c2)c(-n2c3ccccc3c3ccccc32)c1
714,CSc1cncc(-c2ccccc2-c2ccc([Si](C)(C)c3ccc(-c4ccccc4-c4cncc(SC)c4)cc3)cc2)c1
715,Cc1nc2c(-c3sccc3-c3cncc(S(C)(=O)=O)c3)c3nsnc3c(-c3sccc3-c3cncc(S(C)(=O)=O)c3)c2nc1C
716,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccccc3-c3ccco3)ccc2-c2ccc(-c3ccccc3-c3ccco3)cc21
717,c1cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5nccs5)c4)ccc2-3)cc(-c2nccs2)c1
718,Fc1cc(-c2c(F)cccc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(F)cc1-c1c(F)cccc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12
719,Fc1ccc(-c2cc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cc(-c6ccc(F)c7ccccc67)cc(C(F)(F)F)c5)ccc3-4)cc(C(F)(F)F)c2)c2ccccc12
720,C[Si](C)(c1ccc(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2)cc1)c1ccc(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2)cc1
721,CSc1cncc(-c2cccc(F)c2-c2cc(F)c(-c3c(F)cccc3-c3cncc(SC)c3)cc2F)c1
722,c1cc(-c2cc3cc(-c4nccs4)ccc3o2)c2c(-c3cc4cc(-c5nccs5)ccc4o3)cccc2c1
723,Fc1c(F)c(-c2cccc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c2-n2c3ccccc3c3ccccc32)c2nsnc2c1-c1cccc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c1-n1c2ccccc2c2ccccc21
724,CC(C)(C)c1ccc2c(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3-n3c4ccccc4c4ccccc43)c2c1
725,CS(=O)(=O)c1cncc(-c2ccccc2-c2c(F)c(F)c(-c3ccccc3-c3cncc(S(C)(=O)=O)c3)c3nsnc23)c1
726,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)ccc2-c2ccc(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)cc21
727,C[Si](C)(c1ccc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc2)cc1)c1ccc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc2)cc1
728,c1cnc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccnc3-c3ccc4c(ccn4-c4cnccn4)c3)cc2-n2c3ccccc3c3ccccc32)c1
729,CC(C)(C)c1ccc2c(-c3c(F)cccc3-c3ccnc(F)c3)c3ccccc3c(-c3c(F)cccc3-c3ccnc(F)c3)c2c1
730,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(F)cccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2-c2ccc(-c3c(F)cccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc21
731,CSc1cncc(-c2ccccc2-c2c3ccccc3c(-c3ccccc3-c3cncc(SC)c3)c3cc(C(C)(C)C)ccc23)c1
732,Fc1cc(F)cc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6cc(F)cc(F)c6)c5F)ccc3-4)c2F)c1
733,CSc1cncc(-c2cccc(F)c2-c2cnc3nc(-c4c(F)cccc4-c4cncc(SC)c4)ccc3c2)c1
734,Cc1nc2c(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3)c3nsnc3c(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3)c2nc1C
735,C[Si](C)(c1ccc(-c2sccc2-c2ccc3c(ccn3-c3cnccn3)c2)cc1)c1ccc(-c2sccc2-c2ccc3c(ccn3-c3cnccn3)c2)cc1
736,Fc1ccc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5ccc(F)c6ccccc56)s4)cc3-n3c4ccccc4c4ccccc43)s2)c2ccccc12
737,CSc1cncc(-c2ccc(-c3ccc([Si](C)(C)c4ccc(-c5ccc(-c6cncc(SC)c6)s5)cc4)cc3)s2)c1
738,Cn1ncc(-c2ccc3[nH]ccc3c2)c1-c1ccc([Si](C)(C)c2ccc(-c3c(-c4ccc5[nH]ccc5c4)cnn3C)cc2)cc1
739,c1cc2cc(-c3ccsc3-c3ccc(-c4sccc4-c4ccc5[nH]ccc5c4)o3)ccc2[nH]1
740,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)c3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)c3-n3c4ccccc4c4ccccc43)cc21
741,CSc1cncc(-c2cccc(F)c2-c2ccc(-c3c(F)cccc3-c3cncc(SC)c3)o2)c1
742,Fc1c(-c2ccc3nc4ccc(-c5cccc(-c6ccc(F)c7ccccc67)c5F)cc4nc3c2)cccc1-c1ccc(F)c2ccccc12
743,CS(=O)(=O)c1cncc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7cncc(S(C)(=O)=O)c7)cc6)cc5nc4c3)cc2)c1
744,CSc1cncc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5cncc(SC)c5)c4-n4c5ccccc5c5ccccc54)s3)c2-n2c3ccccc3c3ccccc32)c1
745,Fc1cc(-c2ccccc2-c2cc(-c3ccccc3-c3ccnc(F)c3)c(Cl)cc2Cl)ccn1
746,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1ccccc1[Si](C)(C)c1ccccc1-c1c(-c2cncc(S(C)(=O)=O)c2)cnn1C
747,c1ccc2c(-n3c4ccccc4c4ccccc43)ccc(-c3ccc4oc(-c5ccc6oc(-c7cc8cc(-c9ccc(-n%10c%11ccccc%11c%11ccccc%11%10)c%10ccccc9%10)ccc8o7)cc6c5)cc4c3)c2c1
748,Cn1ncc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1-c1ccc2nc3ccc(-c4c(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)cnn4C)cc3nc2c1
749,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccccc3Oc3ccccc3-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)ccc21
750,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc3oc(-c4ccc5oc(-c6cc7cc(-c8ccnc(-n9c%10ccccc%10c%10ccccc%109)c8)ccc7o6)cc5c4)cc3c2)ccn1
751,Fc1cc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc2)c(F)cc1-c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1
752,CC(C)(C)c1ccc2c(-c3ccccc3-c3ccc4c(ccn4-c4cnccn4)c3)c3ccccc3c(-c3ccccc3-c3ccc4c(ccn4-c4cnccn4)c3)c2c1
753,Clc1cc(Cl)c(-c2cccc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c2-n2c3ccccc3c3ccccc32)cc1-c1cccc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c1-n1c2ccccc2c2ccccc21
754,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cc(C(F)(F)F)c3)ccc2-c2ccc(-c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cc(C(F)(F)F)c3)cc21
755,Cn1ncc(-c2cc(Cl)ccc2Cl)c1-c1ccc2oc(-c3c(-c4cc(Cl)ccc4Cl)cnn3C)cc2c1
756,CSc1cncc(-c2cnn(C)c2-c2c3nsnc3c(-c3c(-c4cncc(SC)c4)cnn3C)c3nc(C)c(C)nc23)c1
757,Clc1cc(Cl)c(-c2cccc(-c3nccs3)c2-n2c3ccccc3c3ccccc32)cc1-c1cccc(-c2nccs2)c1-n1c2ccccc2c2ccccc21
758,CSc1cncc(-c2ccsc2-c2ccccc2Oc2ccccc2-c2sccc2-c2cncc(SC)c2)c1
759,Fc1c(-c2nccs2)cccc1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2cccc(-c3nccs3)c2F)cc1-n1c2ccccc2c2ccccc21
760,C[Si](C)(c1ccccc1-c1c(F)cccc1-c1ccco1)c1ccccc1-c1c(F)cccc1-c1ccco1
761,c1cc(-c2ccc3ncccc3c2)c(-c2ccc(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)nc2)c(-n2c3ccccc3c3ccccc32)c1
762,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)nc3)ccc21
763,CSc1cncc(-c2cccc(-c3cc(-c4cccc(-c5cncc(SC)c5)c4F)c4ccccc4c3)c2F)c1
764,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc4cc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)ccc4o3)ccc2-c2ccc(-c3cc4cc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)ccc4o3)cc21
765,Cc1nc2c(-c3c(-c4nccs4)cccc3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3c(-c4nccs4)cccc3-n3c4ccccc4c4ccccc43)c2nc1C
766,Fc1cccc(-c2ccco2)c1-c1ccc2nc3ccc(-c4c(F)cccc4-c4ccco4)cc3nc2c1
767,Fc1ccc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6ccc(F)c7ccccc67)c5-n5c6ccccc6c6ccccc65)c34)c2-n2c3ccccc3c3ccccc32)c2ccccc12
768,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc(-c4cc(Cl)ccc4Cl)cc(C(F)(F)F)c3)ccc2-c2ccc(-c3cc(-c4cc(Cl)ccc4Cl)cc(C(F)(F)F)c3)cc21
769,Fc1cc(F)cc(-c2ccc(-c3cccc4cccc(-c5ccc(-c6cc(F)cc(F)c6)s5)c34)s2)c1
770,C[Si](C)(c1ccccc1-c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cc(C(F)(F)F)c1)c1ccccc1-c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cc(C(F)(F)F)c1
771,c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c(-n2c3ccccc3c3ccccc32)c(-c2cnc3nc(-c4cccc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)c4-n4c5ccccc5c5ccccc54)ccc3c2)c1
772,C[Si](C)(c1ccc(-c2ccccc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1)c1ccc(-c2ccccc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1
773,Fc1cc(-c2ccsc2-c2c(F)c(F)c(-c3sccc3-c3ccnc(F)c3)c3nsnc23)ccn1
774,Fc1c(F)c(-c2c(-c3ccc4c(ccn4-c4cnccn4)c3)cccc2-n2c3ccccc3c3ccccc32)c2nsnc2c1-c1c(-c2ccc3c(ccn3-c3cnccn3)c2)cccc1-n1c2ccccc2c2ccccc21
775,Fc1cc(-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(-c6ccnc(F)c6)cc5)ccc3-4)cc2)ccn1
776,Cn1ncc(-c2ccnc(F)c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(-c3ccnc(F)c3)cnn2C)cc1-n1c2ccccc2c2ccccc21
777,Cc1nc2c(-c3sccc3-c3cc(Cl)ccc3Cl)c3nsnc3c(-c3sccc3-c3cc(Cl)ccc3Cl)c2nc1C
778,FC(F)(F)c1cc(-c2cc(Cl)ccc2Cl)cc(-c2cccc3cccc(-c4cc(-c5cc(Cl)ccc5Cl)cc(C(F)(F)F)c4)c23)c1
779,Fc1cc(F)cc(-c2cc(-c3c(F)c(F)c(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)c4nsnc34)cc(C(F)(F)F)c2)c1
780,Fc1cc(-c2ncccc2-c2cc(Cl)c(-c3cccnc3-c3ccnc(F)c3)s2)ccn1
781,Fc1c(F)c(-c2cccc(-c3ccc4ncccc4c3)c2-n2c3ccccc3c3ccccc32)c2nsnc2c1-c1cccc(-c2ccc3ncccc3c2)c1-n1c2ccccc2c2ccccc21
782,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3cc4cc(-c5ccc6c(ccn6-c6cnccn6)c5)ccc4o3)ccc2-c2ccc(-c3cc4cc(-c5ccc6c(ccn6-c6cnccn6)c5)ccc4o3)cc21
783,Fc1cc(-c2ccc(-c3ccc(F)c4ccccc34)cc2)c(F)cc1-c1ccc(-c2ccc(F)c3ccccc23)cc1
784,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4ccco4)cccc3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3c(-c4ccco4)cccc3-n3c4ccccc4c4ccccc43)cc21
785,CC(C)(C)c1ccc2c(-c3cccc(-c4cc(F)cc(F)c4)c3F)c3ccccc3c(-c3cccc(-c4cc(F)cc(F)c4)c3F)c2c1
786,CC(C)(C)c1ccc2c(-c3cc(-c4cncc(S(C)(=O)=O)c4)cc(C(F)(F)F)c3)c3ccccc3c(-c3cc(-c4cncc(S(C)(=O)=O)c4)cc(C(F)(F)F)c3)c2c1
787,c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3ccccc3-c3ccc4c(ccn4-c4cnccn4)c3)cc2-n2c3ccccc3c3ccccc32)c(-c2ccc3c(ccn3-c3cnccn3)c2)c1
788,CC(C)(C)c1ccc2c(-c3cccnc3-c3cncc(S(C)(=O)=O)c3)c3ccccc3c(-c3cccnc3-c3cncc(S(C)(=O)=O)c3)c2c1
789,Fc1cc(F)cc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7cc(F)cc(F)c7)s6)cc5nc4c3)s2)c1
790,Fc1cccc(-c2cc(Cl)ccc2Cl)c1-c1c(F)c(F)c(-c2c(F)cccc2-c2cc(Cl)ccc2Cl)c2nsnc12
791,CSc1cncc(-c2cnn(C)c2-c2ccc(-c3c(-c4cncc(SC)c4)cnn3C)o2)c1
792,Cc1nc2c(-c3c(F)cccc3-c3nccs3)c3nsnc3c(-c3c(F)cccc3-c3nccs3)c2nc1C
793,Cc1nc2c(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)c3)c3nsnc3c(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)c3)c2nc1C
794,Fc1cc(-c2cccc(-c3ccco3)c2-n2c3ccccc3c3ccccc32)c(F)cc1-c1cccc(-c2ccco2)c1-n1c2ccccc2c2ccccc21
795,Fc1cc(-c2ccc3oc(-c4ccccc4Oc4ccccc4-c4cc5cc(-c6ccnc(F)c6)ccc5o4)cc3c2)ccn1
796,c1cc(-c2cnc3nc(-c4cccc(-c5ccc6[nH]ccc6c5)c4-n4c5ccccc5c5ccccc54)ccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3[nH]ccc3c2)c1
797,Fc1cccc(-c2ccc3[nH]ccc3c2)c1-c1ccc2nc3ccc(-c4c(F)cccc4-c4ccc5[nH]ccc5c4)cc3nc2c1
798,c1ccc2c(-n3c4ccccc4c4ccccc43)ccc(-c3ccsc3-c3ccc(-c4sccc4-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)o3)c2c1
799,Fc1cc(-c2ccc(-c3ccc(F)c4ccccc34)s2)c(F)cc1-c1ccc(-c2ccc(F)c3ccccc23)s1
800,CSc1cncc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7cncc(SC)c7)c6-n6c7ccccc7c7ccccc76)cc5nc4c3)c2-n2c3ccccc3c3ccccc32)c1
801,c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2ccc(-c3c(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cccc3-n3c4ccccc4c4ccccc43)o2)c(-n2c3ccccc3c3ccccc32)c1
802,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2ccc3oc(-c4c(F)cccc4-c4cncc(S(C)(=O)=O)c4)cc3c2)c1
803,Clc1ccc(Cl)c(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5cc(Cl)ccc5Cl)c4)s3)c2)c1
804,CC(C)(C)c1ccc2c(-c3cccc(-c4ccco4)c3F)c3ccccc3c(-c3cccc(-c4ccco4)c3F)c2c1
805,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2sccc2-c2nccs2)c(-n2c3ccccc3c3ccccc32)cc1-c1sccc1-c1nccs1
806,Clc1cc(Cl)c(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)cc1-c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)s1
807,CSc1cncc(-c2cccc(-c3ccc(-c4cccc(-c5cncc(SC)c5)c4-n4c5ccccc5c5ccccc54)nc3)c2-n2c3ccccc3c3ccccc32)c1
808,CS(=O)(=O)c1cncc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4F)c4nsnc34)c2F)c1
809,Fc1cc(-c2ccc(-c3cc(Cl)ccc3Cl)s2)c(F)cc1-c1ccc(-c2cc(Cl)ccc2Cl)s1
810,c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)c3-n3c4ccccc4c4ccccc43)o2)c1
811,Fc1cc(-c2c(F)cccc2-c2cc(Cl)ccc2Cl)c(F)cc1-c1c(F)cccc1-c1cc(Cl)ccc1Cl
812,FC(F)(F)c1cc(-c2ccc3oc(-c4cc(-c5nccs5)cc(C(F)(F)F)c4)cc3c2)cc(-c2nccs2)c1
813,Fc1ccc(-c2ncccc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccnc3-c3ccc(F)c4ccccc34)cc2-n2c3ccccc3c3ccccc32)c2ccccc12
814,c1ccc(-c2c(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cccc2-n2c3ccccc3c3ccccc32)c(Oc2ccccc2-c2c(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cccc2-n2c3ccccc3c3ccccc32)c1
815,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)cc(-c2ccc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3)o2)c1
816,CSc1cncc(-c2cnn(C)c2-c2ccc3nc4ccc(-c5c(-c6cncc(SC)c6)cnn5C)cc4nc3c2)c1
817,Brc1cc(C=O)c(O)cc1
818,[H][Si](Cl)(Cl)C
819,C[Si](C)(c1ccc(-c2cccc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c2)cc1)c1ccc(-c2cccc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c2)cc1
